Frame,Visibility,X,Y,Source,Confidence
0,0,0,0,rejected_static_motion,0.000
1,1,653,463,refined,0.486
2,1,652,463,refined,0.447
3,1,653,465,refined,0.448
4,1,652,462,refined,0.473
5,1,652,462,interp,0.250
6,1,652,462,refined,0.469
7,1,656,461,refined,0.476
8,1,653,460,refined,0.487
9,1,654,459,refined,0.468
10,1,653,463,refined,0.451
11,1,652,457,refined,0.498
12,1,651,456,interp,0.250
13,1,650,454,refined,0.562
14,1,651,457,refined,0.517
15,1,649,456,interp,0.250
16,1,646,456,interp,0.250
17,1,644,455,refined,0.494
18,1,646,454,refined,0.495
19,1,643,455,refined,0.472
20,1,642,455,refined,0.464
21,1,639,452,refined,0.474
22,1,642,454,refined,0.447
23,1,642,457,refined,0.433
24,1,641,453,refined,0.449
25,1,642,453,refined,0.466
26,1,640,455,refined,0.448
27,1,639,457,refined,0.471
28,1,637,458,refined,0.433
29,1,637,458,interp,0.250
30,1,637,458,refined,0.451
31,1,636,458,refined,0.440
32,1,638,461,refined,0.418
33,1,636,456,refined,0.452
34,1,637,455,refined,0.456
35,1,635,454,refined,0.425
36,1,635,454,refined,0.464
37,1,636,455,refined,0.417
38,1,634,454,refined,0.445
39,1,634,454,interp,0.250
40,1,634,454,refined,0.413
41,1,633,454,refined,0.402
42,1,636,453,refined,0.428
43,1,635,456,refined,0.400
44,1,633,454,refined,0.417
45,1,635,455,refined,0.461
46,1,634,455,refined,0.400
47,1,638,457,refined,0.439
48,1,636,457,refined,0.431
49,1,633,455,refined,0.410
50,1,635,455,refined,0.400
51,1,636,454,refined,0.455
52,1,636,456,refined,0.408
53,1,634,457,refined,0.418
54,1,638,453,refined,0.404
55,1,636,456,refined,0.413
56,1,637,457,refined,0.401
57,1,637,457,interp,0.250
58,1,637,457,refined,0.402
59,1,636,455,refined,0.414
60,1,637,455,refined,0.461
61,1,638,458,refined,0.400
62,1,638,455,refined,0.403
63,1,636,458,refined,0.400
64,1,636,457,refined,0.404
65,1,636,457,refined,0.400
66,1,634,456,refined,0.425
67,1,633,454,refined,0.402
68,1,638,457,refined,0.412
69,1,638,457,interp,0.250
70,1,638,457,refined,0.412
71,1,636,453,refined,0.401
72,1,637,458,refined,0.436
73,1,639,461,refined,0.400
74,1,638,459,refined,0.405
75,1,637,454,refined,0.452
76,1,638,456,refined,0.400
77,1,638,457,refined,0.417
78,1,638,458,interp,0.250
79,1,638,458,refined,0.413
80,1,638,458,refined,0.409
81,1,638,458,interp,0.250
82,1,638,457,refined,0.464
83,1,636,458,refined,0.464
84,1,639,456,refined,0.496
85,1,640,457,refined,0.481
86,1,641,459,refined,0.494
87,1,645,456,refined,0.490
88,1,644,457,refined,0.543
89,1,644,457,refined,0.542
90,1,645,453,refined,0.615
91,1,648,453,refined,0.585
92,1,650,453,refined,0.553
93,1,652,446,refined,0.620
94,1,653,449,refined,0.512
95,1,658,431,interp,0.250
96,1,663,413,interp,0.250
97,1,668,395,refined,0.552
98,1,674,379,refined,0.622
99,1,679,360,refined,0.469
100,1,682,353,refined,0.561
101,1,685,351,refined,0.644
102,1,690,340,refined,0.519
103,1,686,333,refined,0.543
104,1,690,331,refined,0.628
105,1,694,326,refined,0.687
106,1,696,327,refined,0.736
107,1,698,324,refined,0.718
108,1,699,323,refined,0.699
