Frame,Visibility,X,Y,Source,Confidence
0,0,0,0,rejected_static_motion,0.000
1,1,564,488,refined,0.553
2,1,564,488,interp,0.250
3,1,564,489,refined,0.435
4,1,565,488,refined,0.445
5,1,563,488,refined,0.523
6,1,563,488,interp,0.250
7,1,563,488,refined,0.434
8,1,564,491,refined,0.482
9,1,565,491,refined,0.405
10,1,564,489,refined,0.454
11,1,565,490,refined,0.436
12,1,565,490,refined,0.468
13,1,565,490,refined,0.493
14,1,563,487,refined,0.549
15,1,564,487,refined,0.612
16,1,566,488,refined,0.551
17,1,565,488,refined,0.572
18,1,566,488,interp,0.250
19,1,566,488,refined,0.618
20,1,566,485,refined,0.562
21,1,566,484,refined,0.644
22,1,566,483,refined,0.622
23,1,565,483,refined,0.669
24,1,568,482,refined,0.618
25,1,567,480,refined,0.676
26,1,566,479,refined,0.674
27,1,568,478,refined,0.645
28,1,569,477,refined,0.565
29,1,570,476,refined,0.620
30,1,569,476,refined,0.548
31,1,570,473,refined,0.603
32,1,570,472,refined,0.614
33,1,573,472,refined,0.585
34,1,572,471,refined,0.611
35,1,573,469,refined,0.580
36,1,574,465,refined,0.618
37,1,574,464,refined,0.530
38,1,575,462,refined,0.587
39,1,575,457,refined,0.584
40,1,581,446,interp,0.250
41,1,587,435,interp,0.250
42,1,592,424,interp,0.250
43,1,598,413,interp,0.250
44,1,604,402,refined,0.682
45,1,612,385,refined,0.520
46,1,620,367,refined,0.554
47,1,629,356,refined,0.581
48,1,636,346,refined,0.543
49,1,643,337,refined,0.543
50,1,650,332,refined,0.613
51,1,656,327,refined,0.708
52,1,661,322,refined,0.726
53,1,665,319,refined,0.795
54,1,671,316,refined,0.765
55,1,678,316,refined,0.678
56,1,683,316,refined,0.566
57,1,688,316,refined,0.581
58,1,691,319,refined,0.598
59,1,696,323,refined,0.731
60,1,700,326,refined,0.800
61,1,704,331,refined,0.800
62,1,709,336,refined,0.793
63,1,713,341,refined,0.752
64,1,716,348,refined,0.782
65,1,725,319,refined,0.795
66,1,725,295,refined,0.538
67,1,730,276,refined,0.671
68,1,738,256,refined,0.555
69,1,742,242,interp,0.250
70,1,746,227,refined,0.600
71,1,751,216,refined,0.603
72,1,756,205,refined,0.736
73,1,760,196,refined,0.800
74,1,764,188,refined,0.800
75,1,766,182,refined,0.800
76,1,769,177,refined,0.800
77,1,772,174,refined,0.800
78,1,776,170,refined,0.800
79,1,781,171,refined,0.792
80,1,782,171,refined,0.800
81,1,786,171,refined,0.800
82,1,787,174,refined,0.800
83,1,790,178,refined,0.800
84,1,793,184,refined,0.800
85,1,794,188,refined,0.800
86,1,797,195,refined,0.800
87,1,799,203,refined,0.800
88,1,801,212,refined,0.800
89,1,803,222,refined,0.800
90,1,803,234,refined,0.800
91,1,806,249,refined,0.800
92,1,806,263,refined,0.769
93,1,808,278,refined,0.735
94,1,809,295,refined,0.579
95,1,810,311,refined,0.553
96,1,812,328,refined,0.532
97,1,813,342,refined,0.533
98,1,813,362,refined,0.498
99,1,813,379,refined,0.505
100,1,812,373,refined,0.594
101,1,807,349,refined,0.684
102,1,803,336,refined,0.636
103,1,803,329,refined,0.713
104,1,800,323,refined,0.800
105,1,799,317,refined,0.762
106,1,798,315,refined,0.747
107,1,798,312,refined,0.724
108,1,798,311,refined,0.532
109,1,798,311,refined,0.471
110,1,797,312,refined,0.593
111,1,797,312,refined,0.675
112,1,798,319,refined,0.686
113,1,798,322,refined,0.669
114,1,799,326,refined,0.643
115,1,799,329,refined,0.700
116,1,799,335,refined,0.674
117,1,801,340,refined,0.596
118,1,802,349,refined,0.504
119,1,803,354,refined,0.587
120,1,803,359,refined,0.524
121,1,809,350,refined,0.610
122,1,811,337,refined,0.655
123,1,814,328,refined,0.590
124,1,819,322,refined,0.647
125,1,819,316,refined,0.787
126,1,822,314,refined,0.691
127,1,823,315,refined,0.574
128,1,825,315,refined,0.672
129,1,827,315,refined,0.661
130,1,831,316,refined,0.706
131,1,834,317,refined,0.704
132,1,836,320,refined,0.742
133,1,838,324,refined,0.800
134,1,841,329,refined,0.799
135,1,842,334,refined,0.756
136,1,845,343,refined,0.595
137,1,845,350,refined,0.646
138,1,846,358,refined,0.647
139,1,848,368,refined,0.640
140,1,850,379,refined,0.524
141,1,851,391,refined,0.510
142,1,853,400,refined,0.554
143,1,854,415,refined,0.530
144,1,854,429,refined,0.499
145,1,856,442,refined,0.541
146,1,857,456,refined,0.501
147,1,858,471,refined,0.507
148,1,856,464,refined,0.524
149,1,847,403,refined,0.437
150,1,850,363,refined,0.458
151,1,840,322,refined,0.581
152,1,838,292,refined,0.469
153,1,833,266,refined,0.736
154,1,830,241,refined,0.652
155,1,828,221,refined,0.560
156,1,826,207,refined,0.682
157,1,823,192,refined,0.784
158,1,822,180,refined,0.780
159,1,819,168,refined,0.765
160,1,818,159,refined,0.746
161,1,817,152,refined,0.769
162,1,817,146,refined,0.798
163,1,815,140,refined,0.800
164,1,813,139,refined,0.800
165,1,812,135,refined,0.798
166,1,811,133,refined,0.698
167,1,810,132,refined,0.663
168,1,810,132,refined,0.579
169,1,810,132,refined,0.546
170,1,808,132,refined,0.670
171,1,807,135,refined,0.723
172,1,808,138,refined,0.778
173,1,807,143,refined,0.800
174,1,807,148,refined,0.800
175,1,807,153,refined,0.800
176,1,806,159,refined,0.800
177,1,806,166,refined,0.800
178,1,806,173,refined,0.800
179,1,806,181,refined,0.794
180,1,803,196,refined,0.557
181,1,770,255,refined,0.800
182,1,754,291,refined,0.754
183,1,742,317,refined,0.800
184,1,730,346,refined,0.575
185,1,721,368,refined,0.721
186,1,711,388,refined,0.534
187,1,701,408,refined,0.563
188,1,698,428,refined,0.566
189,1,699,425,interp,0.250
190,1,699,422,interp,0.250
191,1,700,418,interp,0.250
192,1,700,415,interp,0.250
193,1,701,412,refined,0.515
194,1,705,401,refined,0.517
195,1,707,380,refined,0.615
196,1,713,364,refined,0.610
197,1,718,351,refined,0.599
198,1,722,345,refined,0.648
199,1,726,336,refined,0.618
200,1,729,329,refined,0.726
201,1,732,325,refined,0.800
202,1,736,321,refined,0.800
203,1,739,317,refined,0.800
204,1,741,316,refined,0.800
205,1,745,314,refined,0.800
206,1,752,314,refined,0.745
207,1,753,313,refined,0.728
208,1,756,320,refined,0.691
209,1,758,323,refined,0.708
210,1,761,327,refined,0.769
211,1,765,329,refined,0.713
212,1,766,335,refined,0.753
213,1,769,340,refined,0.636
214,1,772,351,refined,0.548
215,1,775,358,refined,0.529
216,1,777,366,refined,0.557
217,1,781,374,refined,0.528
218,1,782,385,refined,0.490
219,1,786,395,refined,0.473
220,1,786,392,refined,0.533
221,1,794,380,refined,0.457
222,1,796,364,refined,0.495
223,1,800,353,refined,0.497
224,1,805,340,refined,0.590
225,1,811,336,refined,0.719
226,1,809,319,refined,0.623
227,1,810,312,refined,0.581
228,1,813,305,refined,0.594
229,1,814,304,refined,0.772
230,1,816,299,refined,0.800
231,1,818,298,refined,0.726
232,1,818,296,refined,0.558
233,1,820,295,refined,0.598
234,1,820,295,refined,0.550
235,1,821,297,refined,0.645
236,1,823,298,refined,0.638
237,1,824,304,refined,0.590
238,1,825,309,refined,0.540
239,1,826,314,refined,0.630
240,1,827,319,refined,0.705
241,1,828,329,refined,0.663
242,1,828,338,refined,0.712
243,1,828,345,refined,0.606
244,1,830,355,refined,0.539
245,1,830,366,refined,0.520
246,1,831,380,refined,0.469
247,1,830,388,refined,0.492
248,1,834,402,refined,0.501
249,1,832,414,refined,0.497
250,1,832,414,interp,0.250
251,1,831,415,refined,0.471
252,1,825,366,interp,0.250
253,1,819,317,refined,0.433
254,1,814,293,refined,0.568
255,1,810,267,refined,0.641
256,1,807,242,refined,0.605
257,1,804,224,refined,0.575
258,1,802,208,refined,0.713
