frame,time_s,visibility,x_px,y_px,court_x_m,court_y_m,speed_mps,is_missing,is_interpolated,is_spatial_valid,speed_valid,confidence,source
0,0.000000,0,,,,,,1,0,0,0,0.000,rejected_static_motion
1,0.033367,1,606.000,348.000,,,,0,0,0,0,0.504,refined
2,0.066733,1,608.000,348.000,,,,0,0,0,0,0.524,refined
3,0.100100,1,607.000,346.000,,,,0,0,0,0,0.502,refined
4,0.133467,1,608.000,346.000,,,,0,0,0,0,0.515,refined
5,0.166834,1,608.000,347.000,,,,0,0,0,0,0.495,refined
6,0.200200,1,609.000,346.000,,,,0,0,0,0,0.447,refined
7,0.233567,1,609.000,347.000,,,,0,0,0,0,0.471,refined
8,0.266934,1,610.000,346.000,,,,0,0,0,0,0.490,refined
9,0.300300,1,610.000,345.000,,,,0,0,0,0,0.460,refined
10,0.333667,1,610.000,345.000,,,,0,0,0,0,0.500,refined
11,0.367034,1,610.000,347.000,,,,0,0,0,0,0.467,refined
12,0.400400,1,612.000,348.000,,,,0,0,0,0,0.487,refined
13,0.433767,1,611.000,347.000,,,,0,0,0,0,0.462,refined
14,0.467134,1,613.000,346.000,,,,0,0,0,0,0.446,refined
15,0.500501,1,612.000,349.000,,,,0,0,0,0,0.452,refined
16,0.533867,1,611.000,348.000,,,,0,0,0,0,0.431,refined
17,0.567234,1,613.000,348.000,,,,0,0,0,0,0.476,refined
18,0.600601,1,613.000,348.000,,,,0,0,0,0,0.423,refined
19,0.633967,1,613.000,348.000,,,,0,0,0,0,0.483,refined
20,0.667334,1,613.000,348.000,,,,0,0,0,0,0.471,refined
21,0.700701,1,614.000,348.000,,,,0,0,0,0,0.408,refined
22,0.734067,1,614.000,348.000,,,,0,0,0,0,0.452,refined
23,0.767434,1,613.000,347.000,,,,0,0,0,0,0.402,refined
24,0.800801,1,615.000,347.000,,,,0,0,0,0,0.461,refined
25,0.834168,1,615.000,347.000,,,,0,0,0,0,0.411,refined
26,0.867534,1,615.000,347.000,,,,0,0,0,0,0.457,refined
27,0.900901,1,615.000,347.000,,,,0,0,0,0,0.416,refined
28,0.934268,1,615.000,347.000,,,,0,0,0,0,0.453,refined
29,0.967634,1,614.000,346.000,,,,0,0,0,0,0.411,refined
30,1.001001,1,614.000,346.000,,,,0,0,0,0,0.478,refined
