Frame,Visibility,X,Y,Source,Confidence
0,0,0,0,rejected_static_motion,0.000
1,1,663,351,refined,0.465
2,1,662,351,refined,0.473
3,1,662,352,refined,0.417
4,1,663,352,refined,0.433
5,1,662,349,refined,0.413
6,1,663,351,refined,0.444
7,1,663,352,refined,0.434
8,1,662,350,refined,0.427
9,1,660,348,refined,0.439
10,1,661,350,refined,0.430
11,1,661,351,refined,0.425
12,1,660,351,refined,0.454
13,0,0,0,missing,0.000
14,0,0,0,rejected_jump,0.000
15,0,0,0,rejected_jump,0.000
16,0,0,0,missing,0.000
17,0,0,0,missing,0.000
18,0,0,0,missing,0.000
19,0,0,0,missing,0.000
20,0,0,0,missing,0.000
21,0,0,0,missing,0.000
22,0,0,0,missing,0.000
23,0,0,0,missing,0.000
24,0,0,0,missing,0.000
25,0,0,0,missing,0.000
26,0,0,0,missing,0.000
27,0,0,0,missing,0.000
28,0,0,0,missing,0.000
29,0,0,0,missing,0.000
30,0,0,0,missing,0.000
31,0,0,0,missing,0.000
32,0,0,0,missing,0.000
33,0,0,0,missing,0.000
34,0,0,0,missing,0.000
35,0,0,0,missing,0.000
36,0,0,0,missing,0.000
37,0,0,0,missing,0.000
38,0,0,0,missing,0.000
39,0,0,0,missing,0.000
40,0,0,0,missing,0.000
41,0,0,0,missing,0.000
42,0,0,0,missing,0.000
43,1,666,336,refined,0.567
44,1,668,335,refined,0.593
45,1,670,334,refined,0.573
46,1,676,330,refined,0.635
47,1,683,322,refined,0.700
48,1,690,315,refined,0.586
49,1,696,310,refined,0.599
50,1,700,311,refined,0.553
51,1,708,311,refined,0.567
52,1,715,311,refined,0.620
53,1,720,312,refined,0.573
54,1,725,315,refined,0.666
55,1,728,317,refined,0.800
56,1,733,319,refined,0.800
57,1,737,326,refined,0.800
58,1,742,330,refined,0.800
59,1,746,337,refined,0.743
60,1,748,346,refined,0.648
61,1,754,355,refined,0.676
62,1,757,365,refined,0.665
63,1,760,371,refined,0.647
64,1,763,382,refined,0.623
65,1,766,394,refined,0.626
66,1,770,408,refined,0.614
67,1,770,417,refined,0.598
68,1,765,401,refined,0.559
69,1,757,387,refined,0.604
70,1,751,372,refined,0.549
71,1,746,360,interp,0.250
72,1,741,349,refined,0.560
73,1,738,340,refined,0.543
74,1,733,335,refined,0.661
75,1,730,330,refined,0.729
76,1,725,324,refined,0.767
77,1,722,319,refined,0.800
78,1,719,318,refined,0.685
79,1,715,315,refined,0.636
80,1,713,318,interp,0.250
81,1,711,322,refined,0.631
82,1,706,323,refined,0.590
83,1,703,325,refined,0.740
84,1,702,329,refined,0.755
85,1,698,335,refined,0.669
86,1,695,340,refined,0.597
87,1,691,346,refined,0.616
88,1,690,352,refined,0.616
89,1,687,360,refined,0.614
90,1,686,368,refined,0.651
91,1,670,347,refined,0.655
92,1,666,317,refined,0.575
93,1,657,292,refined,0.655
94,1,648,270,refined,0.629
95,1,642,251,refined,0.599
96,1,632,236,refined,0.800
97,1,623,218,refined,0.715
98,1,616,207,refined,0.683
99,1,610,195,refined,0.800
100,1,604,186,refined,0.800
101,1,598,178,refined,0.800
102,1,591,170,refined,0.800
103,1,584,166,refined,0.800
104,1,580,160,refined,0.800
105,1,573,157,refined,0.800
106,1,568,153,refined,0.800
107,1,559,156,refined,0.800
108,1,554,155,refined,0.800
109,1,549,158,refined,0.800
110,1,544,161,refined,0.800
111,1,537,166,refined,0.800
112,1,532,173,refined,0.800
113,1,526,177,refined,0.800
114,1,521,185,refined,0.800
115,1,516,194,refined,0.800
116,1,510,204,refined,0.800
117,1,505,217,refined,0.800
118,1,498,229,refined,0.769
119,1,496,240,refined,0.800
120,1,490,255,refined,0.800
121,1,483,271,refined,0.800
122,1,480,287,refined,0.704
123,1,474,305,refined,0.647
124,1,470,321,refined,0.689
125,1,468,340,refined,0.526
126,1,460,359,refined,0.651
127,1,457,377,refined,0.614
128,1,453,397,refined,0.532
129,1,449,416,refined,0.447
130,1,457,391,refined,0.523
131,1,466,370,interp,0.250
132,1,474,348,refined,0.597
133,1,480,332,refined,0.600
134,1,485,323,refined,0.680
135,1,490,315,refined,0.714
136,1,493,308,refined,0.725
137,1,499,302,refined,0.700
138,1,502,296,refined,0.719
139,1,506,296,refined,0.771
140,1,509,295,refined,0.737
141,1,513,297,refined,0.744
142,1,516,297,refined,0.726
143,1,518,299,refined,0.758
144,1,519,301,refined,0.740
145,1,523,305,refined,0.699
146,1,525,309,refined,0.631
147,1,527,314,refined,0.718
148,1,528,319,refined,0.733
149,1,531,325,refined,0.735
150,1,533,333,refined,0.595
151,1,535,339,refined,0.591
152,1,536,333,refined,0.633
153,1,544,325,refined,0.638
154,1,550,318,refined,0.704
155,1,550,317,refined,0.800
156,1,552,306,refined,0.563
157,1,555,303,refined,0.506
158,1,557,300,refined,0.580
159,1,563,302,refined,0.580
160,1,561,301,refined,0.621
161,1,562,302,refined,0.708
162,1,564,308,refined,0.693
163,1,566,310,refined,0.770
164,1,567,317,refined,0.606
165,1,570,323,refined,0.682
166,1,572,327,refined,0.766
167,1,573,335,refined,0.675
168,1,576,342,refined,0.629
169,1,577,353,refined,0.643
170,1,579,364,refined,0.602
171,1,581,376,refined,0.579
172,1,583,383,refined,0.649
173,1,584,395,refined,0.582
174,1,583,389,interp,0.250
175,1,582,382,interp,0.250
176,1,581,376,interp,0.250
177,1,580,370,interp,0.250
178,1,579,364,interp,0.250
179,1,578,357,interp,0.250
180,1,577,351,refined,0.500
181,1,571,302,refined,0.554
182,1,563,256,refined,0.637
183,1,558,222,refined,0.508
184,1,554,186,refined,0.689
185,1,549,160,refined,0.777
186,1,545,136,refined,0.800
187,1,542,112,refined,0.727
188,1,540,95,refined,0.800
189,1,535,78,refined,0.800
190,1,533,62,refined,0.800
191,1,531,48,refined,0.800
192,1,529,38,refined,0.800
193,1,526,27,refined,0.800
194,1,524,19,refined,0.787
195,0,0,0,rejected_roi,0.000
196,0,0,0,rejected_roi,0.000
197,0,0,0,rejected_roi,0.000
198,0,0,0,missing,0.000
199,0,0,0,missing,0.000
200,0,0,0,missing,0.000
201,0,0,0,missing,0.000
202,0,0,0,missing,0.000
203,0,0,0,missing,0.000
204,0,0,0,missing,0.000
205,0,0,0,missing,0.000
206,0,0,0,missing,0.000
207,0,0,0,rejected_roi,0.000
208,0,0,0,rejected_roi,0.000
209,0,0,0,rejected_roi,0.000
210,0,0,0,rejected_roi,0.000
211,1,507,25,refined,0.800
212,1,507,32,refined,0.800
213,1,507,42,refined,0.800
214,1,507,50,refined,0.800
215,1,508,61,refined,0.800
216,1,509,70,refined,0.800
217,1,508,80,refined,0.800
218,1,509,92,refined,0.800
219,1,507,103,refined,0.773
220,1,509,115,refined,0.797
221,1,508,127,refined,0.786
222,1,510,139,refined,0.787
223,1,508,153,refined,0.752
224,1,507,163,refined,0.800
225,1,506,239,refined,0.579
226,1,502,285,refined,0.633
227,1,502,322,refined,0.631
228,1,502,352,refined,0.579
229,1,499,379,refined,0.587
230,1,498,403,refined,0.592
231,1,497,428,refined,0.561
232,1,497,453,refined,0.555
233,1,495,476,refined,0.576
234,1,494,497,refined,0.591
235,1,494,520,refined,0.650
236,1,523,503,refined,0.431
237,1,546,461,refined,0.496
238,1,569,430,refined,0.445
239,1,594,404,refined,0.488
240,1,612,379,refined,0.654
241,1,629,367,refined,0.631
242,1,644,354,refined,0.600
243,1,660,338,refined,0.551
244,1,671,328,refined,0.600
245,1,684,320,refined,0.717
246,1,693,315,interp,0.250
247,1,702,310,interp,0.250
248,1,711,305,refined,0.741
249,1,720,302,interp,0.250
250,1,729,300,refined,0.593
251,1,738,300,refined,0.626
252,1,744,301,interp,0.250
253,1,750,302,refined,0.715
254,1,759,303,refined,0.783
255,1,765,306,refined,0.665
256,1,770,312,refined,0.713
257,1,778,316,refined,0.683
258,1,782,319,refined,0.745
259,1,789,326,refined,0.719
260,1,794,332,refined,0.698
261,1,799,339,refined,0.606
262,1,805,349,refined,0.547
263,1,807,355,refined,0.633
264,1,810,363,refined,0.604
265,1,817,374,refined,0.570
266,1,821,383,refined,0.600
267,1,820,348,interp,0.250
268,1,819,312,refined,0.548
269,1,820,270,refined,0.572
270,1,817,239,refined,0.522
271,1,819,201,refined,0.541
272,1,820,177,refined,0.595
273,1,819,154,refined,0.638
274,1,815,133,refined,0.645
275,1,816,118,refined,0.724
276,1,816,103,refined,0.778
277,1,815,89,refined,0.800
278,1,813,74,refined,0.743
279,1,813,65,refined,0.754
280,1,811,55,refined,0.790
281,1,810,46,refined,0.791
